name,image
"Everyday White Rolls","https://images.openfoodfacts.org/images/products/502/512/500/0150/front_en.3.400.jpg"
"Organic Chicken Stock Cubes -  8 Pack","https://images.openfoodfacts.org/images/products/501/366/511/2235/front_en.80.400.jpg"
"Strawberry Jam","https://images.openfoodfacts.org/images/products/304/532/009/4008/front_en.14.400.jpg"
"digestives","https://images.openfoodfacts.org/images/products/500/016/803/6755/front_en.38.400.jpg"
"Harrys brioche tressee nature au sucre perle sans additifs 500g","https://images.openfoodfacts.org/images/products/322/885/700/1231/front_fr.142.400.jpg"
"Quick oats","https://images.openfoodfacts.org/images/products/500/010/802/2152/front_en.61.400.jpg"
"Maille Moutarde Fine de Dijon L'Originale Bocal 360g","https://images.openfoodfacts.org/images/products/872/018/255/6738/front_fr.46.400.jpg"
"Tartines craquantes quinoa - pois chiche sans gluten","https://images.openfoodfacts.org/images/products/000/000/615/3153/front_fr.76.400.jpg"
"Protein Cacahuetes🥜 & Chocolat🍫","https://images.openfoodfacts.org/images/products/841/007/661/0737/front_fr.68.400.jpg"
"Crunchy Peanut Butter","https://images.openfoodfacts.org/images/products/501/366/510/8801/front_en.44.400.jpg"
"Brazil Nuts","https://images.openfoodfacts.org/images/products/000/002/020/2392/front_en.284.400.jpg"
"Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande","https://images.openfoodfacts.org/images/products/341/229/007/0101/front_fr.104.400.jpg"
"Delicia double concentre de tomates","https://images.openfoodfacts.org/images/products/611/116/200/1201/front_en.19.400.jpg"
"Vip crema gold","https://images.openfoodfacts.org/images/products/611/125/047/3453/front_en.13.400.jpg"
"LIGHTLY SALTED LOW FAT CORN CAKES","https://images.openfoodfacts.org/images/products/501/366/511/1610/front_en.39.400.jpg"
"Aïn Ifran Eau minérale naturelle","https://images.openfoodfacts.org/images/products/611/125/142/0272/front_en.23.400.jpg"
"Menguy's Beurre de cacahuètes creamy","https://images.openfoodfacts.org/images/products/332/727/210/7259/front_en.49.400.jpg"
"Eau minerale","https://images.openfoodfacts.org/images/products/611/103/500/1383/front_fr.25.400.jpg"
"100% mie complet 500g","https://images.openfoodfacts.org/images/products/322/885/700/0166/front_fr.1848.400.jpg"
"Figolu","https://images.openfoodfacts.org/images/products/762/220/113/3337/front_en.122.400.jpg"
"Crumpets","https://images.openfoodfacts.org/images/products/501/004/400/0701/front_en.74.400.jpg"
"Nutritional Yeast Flakes","https://images.openfoodfacts.org/images/products/501/608/400/0374/front_en.78.400.jpg"
"Krit krititas galletas saladas","https://images.openfoodfacts.org/images/products/843/416/546/6333/front_en.44.400.jpg"
"Star Mayonnaise","https://images.openfoodfacts.org/images/products/611/118/400/0657/front_en.31.400.jpg"
"BjORG AMANDE ALMOND SANS SUCRE- NO SUGAR","https://images.openfoodfacts.org/images/products/322/982/078/7015/front_en.165.400.jpg"
"Digestive Avena Choco","https://images.openfoodfacts.org/images/products/841/037/602/6962/front_en.138.400.jpg"
"Chip Choco Zero Sin Azúcares","https://images.openfoodfacts.org/images/products/841/037/600/9415/front_es.178.400.jpg"
"Délicia - Confiture d'abricot","https://images.openfoodfacts.org/images/products/611/116/200/0723/front_fr.17.400.jpg"
"Tartine doux","https://images.openfoodfacts.org/images/products/315/525/120/5302/front_en.88.400.jpg"
"ProActiv Margarine Tartine","https://images.openfoodfacts.org/images/products/871/920/001/2608/front_fr.78.400.jpg"
"Coco Délicieuse et Tropicale","https://images.openfoodfacts.org/images/products/541/118/811/6592/front_en.405.400.jpg"
"41022","https://images.openfoodfacts.org/images/products/611/117/500/0741/front_ar.6.400.jpg"
"flan caram jao dan","https://images.openfoodfacts.org/images/products/611/124/210/2019/front_fr.39.400.jpg"
